img,lb,fold
volume-101-565,1,0
volume-101-566,1,0
volume-101-567,1,0
volume-101-568,1,0
volume-101-569,1,0
volume-101-570,1,0
volume-101-571,1,0
volume-101-572,1,0
volume-101-573,1,0
volume-101-574,2,0
volume-101-575,2,0
volume-101-576,2,0
volume-101-577,2,0
volume-101-578,2,0
volume-101-579,2,0
volume-101-580,2,0
volume-101-581,2,0
volume-101-582,2,0
volume-101-583,2,0
volume-101-584,2,0
volume-101-585,2,0
volume-101-586,2,0
volume-101-587,2,0
volume-101-588,2,0
volume-101-589,2,0
volume-101-590,2,0
volume-101-591,2,0
volume-101-592,2,0
volume-101-593,2,0
volume-101-594,2,0
volume-101-595,2,0
volume-101-596,2,0
volume-101-597,2,0
volume-101-598,2,0
volume-101-599,2,0
volume-101-600,2,0
volume-101-601,2,0
volume-101-602,2,0
volume-101-603,2,0
volume-101-604,2,0
volume-101-605,2,0
volume-101-606,2,0
volume-101-607,2,0
volume-101-608,2,0
volume-101-609,2,0
volume-101-610,2,0
volume-101-611,1,0
volume-101-612,1,0
volume-101-613,1,0
volume-101-614,1,0
volume-101-615,1,0
volume-101-616,1,0
volume-101-617,2,0
volume-101-618,1,0
volume-101-619,1,0
volume-101-620,1,0
volume-101-621,1,0
volume-101-622,1,0
volume-101-623,1,0
volume-101-624,1,0
volume-101-625,1,0
volume-101-626,1,0
volume-101-627,1,0
volume-101-628,1,0
volume-101-629,1,0
volume-101-630,1,0
volume-101-631,1,0
volume-101-632,1,0
volume-101-633,1,0
volume-101-634,1,0
volume-101-635,1,0
volume-101-636,1,0
volume-101-637,1,0
volume-101-638,1,0
volume-101-639,1,0
volume-101-640,1,0
volume-101-641,1,0
volume-101-642,1,0
volume-101-643,1,0
volume-101-644,1,0
volume-101-645,1,0
volume-102-322,1,0
volume-102-323,1,0
volume-102-324,1,0
volume-102-372,1,0
volume-102-373,1,0
volume-102-374,1,0
volume-102-375,1,0
volume-102-376,1,0
volume-102-377,1,0
volume-102-378,1,0
volume-102-379,1,0
volume-102-380,1,0
volume-102-381,1,0
volume-102-382,1,0
volume-102-383,1,0
volume-102-384,1,0
volume-102-385,1,0
volume-102-386,1,0
volume-102-387,1,0
volume-102-388,1,0
volume-102-389,1,0
volume-102-390,1,0
volume-102-391,1,0
volume-102-392,1,0
volume-102-393,1,0
volume-102-394,1,0
volume-102-395,1,0
volume-102-396,1,0
volume-102-397,1,0
volume-102-398,1,0
volume-102-399,1,0
volume-102-400,1,0
volume-102-401,1,0
volume-102-402,1,0
volume-102-403,1,0
volume-102-404,1,0
volume-102-405,1,0
volume-102-406,1,0
volume-102-407,1,0
volume-102-408,1,0
volume-102-409,1,0
volume-102-410,1,0
volume-102-411,1,0
volume-102-412,1,0
volume-102-413,1,0
volume-102-414,1,0
volume-102-415,1,0
volume-102-416,1,0
volume-102-417,1,0
volume-102-418,1,0
volume-102-419,1,0
volume-102-420,1,0
volume-102-421,1,0
volume-102-422,1,0
volume-102-423,1,0
volume-102-424,1,0
volume-102-425,1,0
volume-102-426,1,0
volume-102-427,1,0
volume-102-428,1,0
volume-102-429,1,0
volume-102-430,1,0
volume-102-431,1,0
volume-102-432,1,0
volume-102-433,1,0
volume-102-434,1,0
volume-102-435,1,0
volume-102-436,1,0
volume-102-437,1,0
volume-102-438,1,0
volume-102-439,1,0
volume-102-440,1,0
volume-102-441,1,0
volume-102-442,1,0
volume-102-443,1,0
volume-102-444,1,0
volume-102-445,1,0
volume-102-446,1,0
volume-102-447,1,0
volume-102-448,1,0
volume-102-449,1,0
volume-102-450,1,0
volume-102-451,1,0
volume-102-452,1,0
volume-102-453,1,0
volume-102-454,1,0
volume-102-455,1,0
volume-102-456,1,0
volume-102-457,1,0
volume-102-458,1,0
volume-102-459,1,0
volume-102-460,1,0
volume-102-461,1,0
volume-102-462,1,0
volume-102-463,1,0
volume-102-464,1,0
volume-102-465,1,0
volume-102-466,1,0
volume-102-467,1,0
volume-102-468,1,0
volume-102-469,1,0
volume-102-470,1,0
volume-102-471,1,0
volume-102-472,1,0
volume-102-473,1,0
volume-102-474,1,0
volume-102-475,1,0
volume-102-476,1,0
volume-102-477,1,0
volume-102-478,1,0
volume-102-479,1,0
volume-102-480,2,0
volume-102-481,2,0
volume-102-482,2,0
volume-102-483,2,0
volume-102-484,2,0
volume-102-485,2,0
volume-102-486,2,0
volume-102-487,2,0
volume-102-488,2,0
volume-102-489,2,0
volume-102-490,2,0
volume-102-491,2,0
volume-102-492,2,0
volume-102-493,2,0
volume-102-494,2,0
volume-102-495,2,0
volume-102-496,2,0
volume-102-497,2,0
volume-102-498,2,0
volume-102-499,2,0
volume-102-500,2,0
volume-102-501,2,0
volume-102-502,2,0
volume-102-503,2,0
volume-102-504,2,0
volume-102-505,2,0
volume-102-506,2,0
volume-102-507,2,0
volume-102-508,2,0
volume-102-509,2,0
volume-102-510,2,0
volume-102-511,2,0
volume-102-512,2,0
volume-102-513,2,0
volume-102-514,2,0
volume-102-515,2,0
volume-102-516,2,0
volume-102-517,2,0
volume-102-518,2,0
volume-102-519,2,0
volume-102-520,2,0
volume-102-521,2,0
volume-102-522,2,0
volume-102-523,2,0
volume-102-524,2,0
volume-102-525,1,0
volume-102-526,1,0
volume-102-527,1,0
volume-102-528,1,0
volume-102-529,1,0
volume-102-530,1,0
volume-102-531,1,0
volume-102-532,1,0
volume-102-533,1,0
volume-102-534,1,0
volume-102-535,1,0
volume-102-536,1,0
volume-102-537,1,0
volume-102-538,1,0
volume-102-539,1,0
volume-102-540,1,0
volume-102-541,1,0
volume-102-542,1,0
volume-102-543,1,0
volume-102-544,1,0
volume-102-545,1,0
volume-102-546,1,0
volume-102-547,1,0
volume-102-548,1,0
volume-102-549,1,0
volume-102-550,1,0
volume-102-551,1,0
volume-102-552,1,0
volume-102-553,1,0
volume-102-554,1,0
volume-102-555,1,0
volume-102-556,1,0
volume-102-557,1,0
volume-102-558,1,0
volume-102-559,1,0
volume-102-560,1,0
volume-102-561,1,0
volume-102-562,1,0
volume-102-563,1,0
volume-102-564,1,0
volume-102-565,1,0
volume-102-566,1,0
volume-102-567,1,0
volume-102-568,1,0
volume-102-569,1,0
volume-102-570,1,0
volume-102-571,1,0
volume-102-572,1,0
volume-102-573,1,0
volume-102-574,1,0
volume-102-575,1,0
volume-102-576,1,0
volume-102-577,1,0
volume-102-578,1,0
volume-102-579,1,0
volume-102-580,1,0
volume-102-581,1,0
volume-102-582,1,0
volume-102-583,1,0
volume-102-584,1,0
volume-102-585,1,0
volume-102-586,1,0
volume-102-587,1,0
volume-102-588,1,0
volume-102-589,1,0
volume-102-590,1,0
volume-102-591,1,0
volume-102-592,1,0
volume-102-593,1,0
volume-102-594,1,0
volume-102-595,1,0
volume-102-596,1,0
volume-102-597,1,0
volume-102-598,1,0
volume-102-599,1,0
volume-102-600,1,0
volume-102-601,1,0
volume-102-602,1,0
volume-102-603,1,0
volume-102-604,1,0
volume-102-605,1,0
volume-102-606,1,0
volume-102-607,1,0
volume-102-608,1,0
volume-102-609,1,0
volume-102-610,1,0
volume-102-611,1,0
volume-102-612,1,0
volume-102-613,1,0
volume-102-614,1,0
volume-102-615,1,0
volume-102-616,1,0
volume-102-617,1,0
volume-102-618,1,0
volume-102-619,1,0
volume-102-620,1,0
volume-102-621,1,0
volume-102-622,1,0
volume-102-623,1,0
volume-102-624,1,0
volume-102-625,1,0
volume-102-626,1,0
volume-102-627,1,0
volume-102-628,1,0
volume-102-629,1,0
volume-102-630,1,0
volume-102-631,1,0
volume-102-632,1,0
volume-102-633,1,0
volume-102-634,1,0
volume-103-422,1,0
volume-103-423,1,0
volume-103-424,1,0
volume-103-425,1,0
volume-103-426,1,0
volume-103-427,1,0
volume-103-428,1,0
volume-103-429,1,0
volume-103-430,1,0
volume-103-431,1,0
volume-103-432,1,0
volume-103-433,1,0
volume-103-434,1,0
volume-103-435,1,0
volume-103-436,1,0
volume-103-437,1,0
volume-103-438,1,0
volume-103-439,1,0
volume-103-440,1,0
volume-103-441,1,0
volume-103-442,1,0
volume-103-443,1,0
volume-103-444,1,0
volume-103-445,1,0
volume-103-446,1,0
volume-103-447,1,0
volume-103-448,1,0
volume-103-449,1,0
volume-103-450,1,0
volume-103-451,1,0
volume-103-452,1,0
volume-103-453,1,0
volume-103-454,1,0
volume-103-455,1,0
volume-103-456,1,0
volume-103-457,1,0
volume-103-458,1,0
volume-103-459,1,0
volume-103-460,1,0
volume-103-461,1,0
volume-103-462,1,0
volume-103-463,1,0
volume-103-464,1,0
volume-103-465,1,0
volume-103-466,1,0
volume-103-467,1,0
volume-103-468,1,0
volume-103-469,1,0
volume-103-470,1,0
volume-103-471,1,0
volume-103-472,1,0
volume-103-473,1,0
volume-103-474,1,0
volume-103-475,1,0
volume-103-476,1,0
volume-103-477,1,0
volume-103-478,1,0
volume-103-479,1,0
volume-103-480,1,0
volume-103-481,1,0
volume-103-482,1,0
volume-103-483,1,0
volume-103-484,1,0
volume-103-485,1,0
volume-103-486,1,0
volume-103-487,1,0
volume-103-488,1,0
volume-103-489,1,0
volume-103-490,1,0
volume-103-491,1,0
volume-103-492,1,0
volume-103-493,1,0
volume-103-494,1,0
volume-103-495,1,0
volume-103-496,1,0
volume-103-497,1,0
volume-103-498,1,0
volume-103-499,1,0
volume-103-500,1,0
volume-103-501,1,0
volume-103-502,1,0
volume-103-503,1,0
volume-103-504,1,0
volume-103-505,1,0
volume-103-506,1,0
volume-103-507,1,0
volume-103-508,2,0
volume-103-509,2,0
volume-103-510,2,0
volume-103-511,2,0
volume-103-512,2,0
volume-103-513,2,0
volume-103-514,2,0
volume-103-515,2,0
volume-103-516,2,0
volume-103-517,2,0
volume-103-518,2,0
volume-103-519,2,0
volume-103-520,2,0
volume-103-521,2,0
volume-103-522,2,0
volume-103-523,2,0
volume-103-524,2,0
volume-103-525,2,0
volume-103-526,2,0
volume-103-527,2,0
volume-103-528,2,0
volume-103-529,2,0
volume-103-530,2,0
volume-103-531,2,0
volume-103-532,2,0
volume-103-533,2,0
volume-103-534,2,0
volume-103-535,2,0
volume-103-536,2,0
volume-103-537,2,0
volume-103-538,2,0
volume-103-539,2,0
volume-103-540,2,0
volume-103-541,2,0
volume-103-542,2,0
volume-103-543,2,0
volume-103-544,2,0
volume-103-545,2,0
volume-103-546,2,0
volume-103-547,2,0
volume-103-548,2,0
volume-103-549,2,0
volume-103-550,2,0
volume-103-551,2,0
volume-103-552,2,0
volume-103-553,2,0
volume-103-554,2,0
volume-103-555,2,0
volume-103-556,2,0
volume-103-557,2,0
volume-103-558,2,0
volume-103-559,2,0
volume-103-560,2,0
volume-103-561,2,0
volume-103-562,1,0
volume-103-563,1,0
volume-103-564,1,0
volume-103-565,1,0
volume-103-566,1,0
volume-103-567,1,0
volume-103-568,1,0
volume-103-569,1,0
volume-103-570,1,0
volume-103-571,1,0
volume-103-572,1,0
volume-103-573,1,0
volume-103-574,1,0
volume-103-575,1,0
volume-103-576,1,0
volume-103-577,1,0
volume-103-578,1,0
volume-103-579,1,0
volume-103-580,1,0
volume-103-581,1,0
volume-103-582,1,0
volume-103-583,1,0
volume-103-584,1,0
volume-103-585,1,0
volume-103-586,2,0
volume-103-587,2,0
volume-103-588,2,0
volume-103-589,2,0
volume-103-590,2,0
volume-103-591,2,0
volume-103-592,2,0
volume-103-593,2,0
volume-103-594,2,0
volume-103-595,2,0
volume-103-596,1,0
volume-103-597,1,0
volume-103-598,1,0
volume-103-599,1,0
volume-103-600,1,0
volume-103-601,1,0
volume-103-602,1,0
volume-103-603,1,0
volume-103-604,1,0
volume-103-605,1,0
volume-103-606,1,0
volume-103-607,1,0
volume-103-608,1,0
volume-103-609,1,0
volume-103-610,1,0
volume-103-611,1,0
volume-103-612,1,0
volume-103-613,1,0
volume-103-614,1,0
volume-103-615,1,0
volume-103-616,1,0
volume-103-617,1,0
volume-103-618,1,0
volume-103-619,1,0
volume-103-620,1,0
volume-103-621,1,0
volume-103-622,1,0
volume-103-623,1,0
volume-103-624,1,0
volume-103-625,1,0
volume-103-626,1,0
volume-103-627,1,0
volume-103-628,1,0
volume-103-629,1,0
volume-103-630,1,0
volume-103-631,1,0
volume-103-632,1,0
volume-103-633,1,0
volume-103-634,1,0
volume-103-635,1,0
volume-104-273,1,0
volume-104-274,1,0
volume-104-275,1,0
volume-104-276,1,0
volume-104-277,1,0
volume-104-278,1,0
volume-104-279,1,0
volume-104-280,1,0
volume-104-281,1,0
volume-104-282,2,0
volume-104-283,2,0
volume-104-284,2,0
volume-104-285,2,0
volume-104-286,2,0
volume-104-287,2,0
volume-104-288,2,0
volume-104-289,2,0
